"V7","V8","V9","V10","MID","Q1.1","Q1.2_1_TEXT","Q1.2_2_TEXT","Q2.1","Q2.2.1_1","Q2.2.1_2","Q2.2.1_3","Q2.2.1_4","Q2.2.1_5","Q2.2.1_6","Q2.2.1_7","Q2.2.1_8","Q2.2.1_9","Q2.2.1_10","Q2.2.1_11","Q2.2.1_12","Q2.2.1_13","Q2.2.1_14","Q2.3_1","Q2.3_2","Q2.3_3","Q2.3_4","Q2.4","Q2.5","Q2.6_1_TEXT","Q2.6_2_TEXT","Q2.7_1","Q2.7_2","Q2.7_3","Q2.7_4","Q3.1","Q3.2","Q3.3_1","Q3.3_2","Q3.3_3","Q3.3_4","Q4.1","Q4.2_1","Q4.2_2","Q4.2_4","Q4.2_6","Q4.2_7","Q4.3_2","Q4.3_3","Q4.3_4","Q4.3_7","Q4.3_11","Q4.3_12","Q4.3_13","Q4.3_13_TEXT","Q4.4_1","Q4.4_2","Q4.4_3","Q4.4_4","Q5.1_1","Q5.1_5","Q5.2_1","Q5.2_2","Q5.2_3","Q5.2_4","Q6.1","Q6.2_1","Q6.2_2","Q6.2_3","Q6.2_4","Q7.1_2","Q7.1_3","Q7.2_1","Q7.2_2","Q7.2_3","Q7.2_4","Q8.1","Q8.2","Q8.3","Q8.4","Q8.4_TEXT","Q8.5","Q8.6","Q8.7_1","Q8.7_2","Q8.7_3","Q8.7_4","Q9.1","Q9.2_1","Q9.2_2","Q9.2_3","Q9.2_4","Q9.3","Q9.4_1","Q9.4_2","Q9.4_3","Q9.4_4","DO.Q.Q5.1","DO.Q.Q4.2","DO.Q.Q7.1","DO.Q.Q2.2","DO.Q.Q4.3","X"
0,"2016-06-23 18:57:43","2016-06-23 19:04:58",1,"a2eff2b0148c83c9f85a1ec45556f8bc","Yes, I agree to participate in this study.","a2eff2b0148c83c9f85a1ec45556f8bc","a2eff2b0148c83c9f85a1ec45556f8bc",1,"1-3 times per day","1-6 times per week","never","1-6 times per week","less than 1 time per week","1-3 times per day","never","less than 1 time per week","1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week",1,2,3,4,"Every day","Yes","01/2000","05/2003",1,2,3,4,"Somewhat increase","Somewhat Decrease",1,2,3,4,1,"Somewhat agree","Somewhat disagree","Agree","Neither agree nor disagree","Somewhat agree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Probably not","Definitely yes",1,2,3,4,9,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"Florida","Female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1986,"$30,001 - $40,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","2|1|7|4|6","3|2","4|12|5|11|3|8|13|14|2|10|6|9|1|7","7|4|3|2|12|11|13",NA
0,"2016-06-23 18:59:18","2016-06-23 19:07:13",1,"9cb2d1f67c27a8471ebdd209f9e9120f","Yes, I agree to participate in this study.","9cb2d1f67c27a8471ebdd209f9e9120f","9cb2d1f67c27a8471ebdd209f9e9120f",1,"4 or more times per day","1-3 times per day","1-6 times per week","less than 1 time per week","never","less than 1 time per week","never","1-6 times per week","1-3 times per day","1-3 times per day","1-6 times per week","less than 1 time per week","never","1-3 times per day",1,2,3,4,"Less than once a week","Yes","01/15/2016","04/12/2016",1,2,3,4,"Increase","Maintain current levels",1,2,3,4,1,"Strongly disagree","Neither agree nor disagree","Disagree","Agree","Strongly disagree",NA,NA,NA,"Whether the animals had a good standard of living",NA,"The environmental impacts of the product",NA,NA,1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,10,1,2,3,4,"Somewhat Difficult","Very Easy",1,2,3,4,1,"Florida","female","Some university-level education, without degree",NA,1989,"$30,001 - $40,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","7|6|4|1|2","2|3","1|6|10|11|2|5|12|14|13|7|3|9|4|8","11|3|4|7|2|12|13",NA
0,"2016-06-23 18:48:10","2016-06-23 19:07:23",1,"e0f581ffa6e3650841b8466153d73567","Yes, I agree to participate in this study.","e0f581ffa6e3650841b8466153d73567","e0f581ffa6e3650841b8466153d73567",1,"less than 1 time per week","1-6 times per week","less than 1 time per week","1-6 times per week","never","never","never","less than 1 time per week","1-6 times per week","1-3 times per day","1-6 times per week","never","less than 1 time per week","1-6 times per week",1,2,3,4,"2-3 Times a Week","Yes","01/01/2016","02/01/2016",1,2,3,4,"Increase","Decrease",1,2,3,4,1,"Agree","Somewhat agree","Somewhat agree","Somewhat agree","Agree",NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,8,1,2,3,4,"Easy","Easy",1,2,3,4,1,"Missouri","Female ","Some university-level education, without degree",NA,1991,"$20,001 - $30,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","4|7|1|6|2","3|2","10|9|7|6|3|4|11|14|8|1|12|13|5|2","2|11|12|4|3|7|13",NA
0,"2016-06-23 19:01:16","2016-06-23 19:07:58",1,"b270e78ca69a9f76bc1b12446ccd1b46","Yes, I agree to participate in this study.","b270e78ca69a9f76bc1b12446ccd1b46","b270e78ca69a9f76bc1b12446ccd1b46",1,"1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","never","1-6 times per week",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Increase","Maintain current levels",1,2,3,4,1,"Disagree","Agree","Disagree","Neither agree nor disagree","Somewhat agree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Probably yes","Maybe",1,2,3,4,8,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"Alabama","Female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1988,"$60,001 - $70,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","1|6|4|2|7","2|3","3|4|10|14|7|1|2|9|11|6|13|5|12|8","11|2|12|7|3|4|13",NA
0,"2016-06-23 19:07:04","2016-06-23 19:09:32",1,"61397297bcb28c2c87d7075fe9eac726","Yes, I agree to participate in this study.","61397297bcb28c2c87d7075fe9eac726","61397297bcb28c2c87d7075fe9eac726",1,"1-3 times per day","1-6 times per week","less than 1 time per week","never","less than 1 time per week","less than 1 time per week","less than 1 time per week","1-3 times per day","1-3 times per day","1-3 times per day","1-3 times per day","1-6 times per week","never","1-3 times per day",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Maintain current levels","Somewhat Decrease",1,2,3,4,1,"Agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly agree",NA,NA,NA,"Whether the animals had a good standard of living",NA,NA,"Other (please specify):","If it is organic",1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,10,1,2,3,4,"Easy","Very Easy",1,2,3,4,1,"Missouri","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1973,"$20,001 - $30,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","1|2|4|6|7","2|3","2|5|12|1|14|10|7|6|11|8|9|13|3|4","12|4|3|7|2|11|13",NA
0,"2016-06-23 19:05:44","2016-06-23 19:10:44",1,"ca141df32a784d547373e087151b89b6","Yes, I agree to participate in this study.","ca141df32a784d547373e087151b89b6","ca141df32a784d547373e087151b89b6",1,"never","never","never","never","never","never","never","never","never","1-3 times per day",NA,"1-3 times per day","never","less than 1 time per week",1,2,3,4,"Never","Yes","12/2009",NA,1,2,3,4,"Somewhat increase","Greatly decrease",1,2,3,4,1,"Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,NA,"Other (please specify):","dont eat any of these items",1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,10,1,2,3,4,"Very Easy","Very Easy",1,2,3,4,1,"California","male","Secondary/high school",NA,1992,"$10,001 - $20,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","4|7|2|1|6","2|3","6|5|7|1|10|9|13|14|8|12|3|11|4|2","12|7|2|3|4|11|13",NA
0,"2016-06-23 19:05:29","2016-06-23 19:10:54",1,"5e0d6d72efe650f738cd9a99edcd8606","Yes, I agree to participate in this study.","5e0d6d72efe650f738cd9a99edcd8606","5e0d6d72efe650f738cd9a99edcd8606",1,"1-6 times per week","never","never","never","never","never","never","1-6 times per week","1-6 times per week","1-3 times per day","never","1-6 times per week","less than 1 time per week","1-6 times per week",1,2,3,4,"Never","Yes","04/2016",NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,10,1,2,3,4,"Very Easy","Very Easy",1,2,3,4,1,"Florida","24","Some university-level education, without degree",NA,1992,"$20,001 - $30,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","6|7|4|1|2","3|2","3|7|11|9|2|1|4|6|8|13|5|10|14|12","3|12|4|11|2|7|13",NA
0,"2016-06-23 19:00:00","2016-06-23 19:10:58",1,"b365426e7218df5bf86ae6d76408e9d5","Yes, I agree to participate in this study.","b365426e7218df5bf86ae6d76408e9d5","b365426e7218df5bf86ae6d76408e9d5",1,"1-6 times per week","1-6 times per week","less than 1 time per week","less than 1 time per week","less than 1 time per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","1-3 times per day",1,2,3,4,"Once a Week","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,8,1,2,3,4,"Somewhat Difficult","Somewhat Easy",1,2,3,4,1,"New Jersey","male","University-level education, with degree (e.g. BA, BSc, ...)",NA,1975,"$60,001 - $70,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","4|7|6|2|1","3|2","13|14|5|10|6|8|7|11|4|1|9|2|12|3","4|7|12|3|2|11|13",NA
0,"2016-06-23 19:05:08","2016-06-23 19:12:09",1,"94fde5fe24a37ac41647f8cfbc57e429","Yes, I agree to participate in this study.","94fde5fe24a37ac41647f8cfbc57e429","94fde5fe24a37ac41647f8cfbc57e429",1,"never","1-6 times per week","less than 1 time per week","1-3 times per day","1-6 times per week","1-6 times per week","never","1-3 times per day","1-3 times per day","4 or more times per day","less than 1 time per week","less than 1 time per week","never","1-3 times per day",1,2,3,4,"Every day","Yes","01/2009","04/2012",1,2,3,4,"Maintain current levels","Somewhat Decrease",1,2,3,4,1,"Agree","Strongly disagree","Agree","Agree","Somewhat agree","Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,1,2,3,4,"Probably yes","Maybe",1,2,3,4,8,1,2,3,4,"Somewhat Difficult","Somewhat Easy",1,2,3,4,1,"California","female","Higher degree (e.g. MSc, PhD)",NA,1982,"$50,001 - $60,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","7|6|2|4|1","2|3","14|12|9|6|2|11|8|5|3|10|1|13|4|7","2|7|4|3|12|11|13",NA
0,"2016-06-23 19:06:33","2016-06-23 19:13:07",1,"8bf341e1585a8baa8ee7c05201d6c873","Yes, I agree to participate in this study.","8bf341e1585a8baa8ee7c05201d6c873","8bf341e1585a8baa8ee7c05201d6c873",1,"1-6 times per week","1-6 times per week","never","1-6 times per week","1-6 times per week","1-6 times per week","never","1-6 times per week","1-6 times per week","1-3 times per day","less than 1 time per week","1-6 times per week","never","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Definitely not","Maybe",1,2,3,4,4,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"California","male","Some university-level education, without degree",NA,1983,"$30,001 - $40,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","7|6|2|1|4","2|3","9|1|12|14|10|7|13|5|4|2|6|11|3|8","7|4|3|11|2|12|13",NA
0,"2016-06-23 19:12:28","2016-06-23 19:16:11",1,"256a58192f129fa7192e7377e1bdb625","Yes, I agree to participate in this study.","256a58192f129fa7192e7377e1bdb625","256a58192f129fa7192e7377e1bdb625",1,"1-3 times per day","1-3 times per day","less than 1 time per week","1-6 times per week","never","1-6 times per week","never","1-6 times per week","1-3 times per day","1-3 times per day","1-6 times per week","less than 1 time per week","less than 1 time per week","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Increase","Somewhat increase",1,2,3,4,1,"Somewhat agree","Disagree","Strongly agree","Somewhat disagree","Somewhat agree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Maybe","Probably not",1,2,3,4,6,1,2,3,4,"Very Difficult","Easy",1,2,3,4,1,"Michigan","female","Some university-level education, without degree",NA,1997,"$70,001 - $80,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","7|2|6|4|1","2|3","6|4|5|11|9|7|3|1|12|10|2|8|13|14","12|11|4|3|7|2|13",NA
0,"2016-06-23 19:13:19","2016-06-23 19:17:28",1,"af315a0a078eceb3e3acc34f80763ce2","Yes, I agree to participate in this study.","af315a0a078eceb3e3acc34f80763ce2","af315a0a078eceb3e3acc34f80763ce2",1,"1-3 times per day","never","never","less than 1 time per week","never","never","never","less than 1 time per week","1-3 times per day","1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","1-3 times per day",1,2,3,4,"Never","Yes","03/2016",NA,1,2,3,4,"Increase","Maintain current levels",1,2,3,4,1,"Agree","Strongly disagree","Agree","Strongly agree","Agree",NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,1,2,3,4,"Maybe","Maybe",1,2,3,4,10,1,2,3,4,"Easy","Very Easy",1,2,3,4,1,"Pennsylvania","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1989,"$20,001 - $30,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","1|4|6|7|2","2|3","3|13|11|5|2|8|12|4|10|7|6|1|14|9","3|11|4|12|2|7|13",NA
0,"2016-06-23 19:11:51","2016-06-23 19:18:18",1,"02235d9ea74ac67eae248e69bf3fb778","Yes, I agree to participate in this study.","02235d9ea74ac67eae248e69bf3fb778","02235d9ea74ac67eae248e69bf3fb778",1,"1-3 times per day","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","never","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","never","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Increase","Maintain current levels",1,2,3,4,1,"Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Definitely not","Probably not",1,2,3,4,6,1,2,3,4,"Difficult","Somewhat Difficult",1,2,3,4,1,"Georgia","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1988,"$40,001 - $50,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","7|4|6|1|2","2|3","2|4|1|5|13|11|9|6|14|10|12|7|8|3","3|12|4|11|2|7|13",NA
0,"2016-06-23 19:12:41","2016-06-23 19:18:50",1,"b804f6a6172885d7c3f7333185b220e9","Yes, I agree to participate in this study.","b804f6a6172885d7c3f7333185b220e9","b804f6a6172885d7c3f7333185b220e9",1,"1-6 times per week","1-6 times per week","never","1-6 times per week","never","1-6 times per week","never","1-6 times per week","1-3 times per day","1-3 times per day","1-6 times per week","1-6 times per week","never","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,9,1,2,3,4,"Very Difficult","Difficult",1,2,3,4,1,"Kansas","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1977,"$30,001 - $40,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","4|6|1|2|7","2|3","1|3|9|5|2|13|11|7|12|14|8|6|10|4","3|12|11|7|4|2|13",NA
0,"2016-06-23 19:14:07","2016-06-23 19:19:20",1,"60d75464d8e2405f2b03675c8f7abb54","Yes, I agree to participate in this study.","60d75464d8e2405f2b03675c8f7abb54","60d75464d8e2405f2b03675c8f7abb54",1,"1-6 times per week","1-6 times per week","less than 1 time per week","less than 1 time per week","less than 1 time per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","never","1-3 times per day",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Somewhat increase","Somewhat Decrease",1,2,3,4,1,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Probably yes","Definitely not",1,2,3,4,6,1,2,3,4,"Somewhat Difficult","Easy",1,2,3,4,1,"Ohio","Female ","Some university-level education, without degree",NA,1962,"$10,001 - $20,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","6|7|1|2|4","2|3","14|12|1|10|6|9|7|8|3|13|11|2|4|5","3|4|11|12|7|2|13",NA
0,"2016-06-23 19:10:57","2016-06-23 19:21:08",1,"0fbbd36033ec3ff0dc87c3b0bb39a785","Yes, I agree to participate in this study.","0fbbd36033ec3ff0dc87c3b0bb39a785","0fbbd36033ec3ff0dc87c3b0bb39a785",1,"1-3 times per day","less than 1 time per week","1-6 times per week","1-6 times per week","1-3 times per day","1-6 times per week","never","1-6 times per week","1-6 times per week","1-3 times per day","less than 1 time per week","less than 1 time per week","never","1-3 times per day",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Maybe","Probably not",1,2,3,4,5,1,2,3,4,"Somewhat Difficult","Easy",1,2,3,4,1,"Texas","Male","Secondary/high school",NA,1997,"$20,001 - $30,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","6|1|4|2|7","3|2","9|10|5|6|4|13|12|3|2|1|11|8|7|14","7|2|3|11|12|4|13",NA
0,"2016-06-23 19:15:22","2016-06-23 19:21:18",1,"8080b65151fe0425314c8b0e39b89272","Yes, I agree to participate in this study.","8080b65151fe0425314c8b0e39b89272","8080b65151fe0425314c8b0e39b89272",1,"1-3 times per day","1-3 times per day","never","1-6 times per week","1-3 times per day","1-3 times per day","never","1-6 times per week","never","less than 1 time per week","never","never","less than 1 time per week","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Probably not","Definitely not",1,2,3,4,5,1,2,3,4,"Very Difficult","Somewhat Easy",1,2,3,4,1,"Massachusetts","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1977,"$0 - $10,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","1|7|4|2|6","3|2","2|8|5|1|13|9|6|14|7|11|3|10|12|4","3|2|11|12|7|4|13",NA
0,"2016-06-23 19:16:17","2016-06-23 19:21:37",1,"f5dbe2969c4f543e76e1eff9a79ac0d3","Yes, I agree to participate in this study.","f5dbe2969c4f543e76e1eff9a79ac0d3","f5dbe2969c4f543e76e1eff9a79ac0d3",1,"1-3 times per day","1-3 times per day","never","1-6 times per week","never","less than 1 time per week","never","1-3 times per day","1-6 times per week","4 or more times per day","1-6 times per week","never","never","1-3 times per day",1,2,3,4,"Less than once a week","Yes","10/2000","07/2004",1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Strongly agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree",NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,1,2,3,4,"Maybe","Probably not",1,2,3,4,5,1,2,3,4,"Very Difficult","Very Difficult",1,2,3,4,1,"Texas","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1969,"$0 - $10,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","2|4|7|1|6","2|3","6|4|13|10|9|7|3|12|2|5|8|1|11|14","2|3|7|4|12|11|13",NA
0,"2016-06-23 19:15:02","2016-06-23 19:22:07",1,"a015c6aae7b2053a1cc614d1e1f9c3a4","Yes, I agree to participate in this study.","a015c6aae7b2053a1cc614d1e1f9c3a4","a015c6aae7b2053a1cc614d1e1f9c3a4",1,"1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","less than 1 time per week","1-6 times per week","never","1-6 times per week","1-3 times per day","1-6 times per week","1-3 times per day","less than 1 time per week","never","1-3 times per day",1,2,3,4,"Every day","Yes","03/2016","03/2016",1,2,3,4,"Somewhat increase","Somewhat Decrease",1,2,3,4,1,"Somewhat agree","Disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,9,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"Massachusetts","male","University-level education, with degree (e.g. BA, BSc, ...)",NA,1969,"$90,001 - $100,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","4|7|6|1|2","3|2","12|7|3|1|2|5|10|6|13|11|8|4|9|14","7|11|12|2|4|3|13",NA
0,"2016-06-23 19:17:37","2016-06-23 19:22:49",1,"4bd8bd70e2f3024d67ff2ff90d562312","Yes, I agree to participate in this study.","4bd8bd70e2f3024d67ff2ff90d562312","4bd8bd70e2f3024d67ff2ff90d562312",1,"1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","less than 1 time per week","1-6 times per week","never","1-6 times per week","1-3 times per day","1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Somewhat agree","Somewhat agree","Somewhat disagree","Agree","Neither agree nor disagree","Price of the product",NA,NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,10,1,2,3,4,"Difficult","Very Easy",1,2,3,4,1,"New Jersey","Male","University-level education, with degree (e.g. BA, BSc, ...)",NA,1986,"$70,001 - $80,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","2|6|4|7|1","2|3","4|2|1|10|12|9|11|6|3|8|14|5|13|7","2|4|11|12|7|3|13",NA
0,"2016-06-23 19:19:42","2016-06-23 19:23:00",1,"6d39dafda830c053085bbbd8e7b885b7","Yes, I agree to participate in this study.","6d39dafda830c053085bbbd8e7b885b7","6d39dafda830c053085bbbd8e7b885b7",1,"1-3 times per day","1-6 times per week","less than 1 time per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-3 times per day",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Neither agree nor disagree","Neither agree nor disagree","Disagree","Somewhat agree","Neither agree nor disagree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Definitely yes","Maybe",1,2,3,4,10,1,2,3,4,"Very Difficult","Difficult",1,2,3,4,1,"Georgia","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1980,"$80,001 - $90,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","6|4|1|2|7","2|3","6|1|4|14|13|8|3|9|12|5|10|11|2|7","12|3|4|11|7|2|13",NA
0,"2016-06-23 19:19:57","2016-06-23 19:23:12",1,"6868b76d3a2017bc92e6674f1ccff2f2","Yes, I agree to participate in this study.","6868b76d3a2017bc92e6674f1ccff2f2","6868b76d3a2017bc92e6674f1ccff2f2",1,"1-3 times per day","1-6 times per week","less than 1 time per week","1-6 times per week","less than 1 time per week","1-6 times per week","never","1-3 times per day","1-3 times per day","1-3 times per day","1-3 times per day","1-6 times per week","1-6 times per week","1-3 times per day",1,2,3,4,"Every day","Yes","08/2011","01/2012",1,2,3,4,"Increase","Somewhat Decrease",1,2,3,4,1,"Strongly agree","Strongly disagree","Strongly agree","Agree","Strongly agree",NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,1,2,3,4,"Maybe","Probably not",1,2,3,4,5,1,2,3,4,"Difficult","Somewhat Easy",1,2,3,4,1,"North Carolina","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1992,"$0 - $10,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","7|2|1|6|4","3|2","7|9|2|10|4|13|6|3|1|8|5|11|14|12","11|4|3|12|7|2|13",NA
0,"2016-06-23 19:10:24","2016-06-23 19:23:31",1,"fd0a993fb48b3b77091f77a2289f17e3","Yes, I agree to participate in this study.","fd0a993fb48b3b77091f77a2289f17e3","fd0a993fb48b3b77091f77a2289f17e3",1,"1-6 times per week","1-6 times per week","less than 1 time per week","less than 1 time per week","less than 1 time per week","1-6 times per week","never","1-6 times per week","1-6 times per week","1-3 times per day","less than 1 time per week","less than 1 time per week","less than 1 time per week","1-6 times per week",1,2,3,4,"Every other day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Probably yes","Definitely not",1,2,3,4,NA,1,2,3,4,"Difficult","Somewhat Easy",1,2,3,4,1,"Rhode Island","Male","University-level education, with degree (e.g. BA, BSc, ...)",NA,1945,"$40,001 - $50,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","7|4|1|2|6","2|3","2|13|10|8|6|12|3|5|4|14|7|11|1|9","2|12|4|7|11|3|13",NA
