"approximatePropCompleted","startDate","endDate","finished","MID","mTurkID","mTurkIDrepeat","FFQfreqDairy","FFQfreqChicken","FFQfreqTurkey","FFQfreqFish","FFQfreqPork","FFQfreqBeef","FFQfreqOther","FFQfreqEggs","FFQfreqFruit","FFQfreqVegetables","FFQfreqNuts","FFQfreqBeans","FFQfreqVegMeats","FFQfreqGrains","howOftenEatMeat","intentChangeFruitVeg","intentChangeMeat","ATDpurchContToSuff","ATDstandOfLive","ATDenviron","ATDreduceTrend","ATDhealthier","CONSIDprice","CONSIDnutrition","CONSIDhormones","CONSIDstandLiving","CONSIDtaste","CONSIDenviron","CONSIDother","CONSIDotherText","intellCows","intellPigs","intellChicken","intellFish","intellHumans","intellDogs","intellHorses","mediaConsumed","numDiscussions","feelTherm","goalEliminateMeat","goalReduceMeat","FFQtotalSumMeat"
0.931372549019608,"2016-08-09 13:01:37","2016-08-09 13:06:03",1,"47805a069740943759d207d087a1321c","47805a069740943759d207d087a1321c","47805a069740943759d207d087a1321c",14,14,3.5,1,0,1,0,3.5,3.5,3.5,3.5,1,0,14,6,6,3,6,2,6,5,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,3,4,2,1,7,5,5,3,1,5,1,3,19.5
0.931372549019608,"2016-08-09 13:02:08","2016-08-09 13:06:48",1,"e646789d202ba13f0da59646f43e6cb8","e646789d202ba13f0da59646f43e6cb8","e646789d202ba13f0da59646f43e6cb8",14,3.5,0,3.5,1,1,0,1,14,14,3.5,3.5,0,14,6,4,4,7,1,7,5,6,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,7,6,6,7,7,6,1,1,10,2,5,9
0.931372549019608,"2016-08-09 13:03:14","2016-08-09 13:06:56",1,"e5b3ecc4365fe0691fb00efa3507fd4c","e5b3ecc4365fe0691fb00efa3507fd4c","e5b3ecc4365fe0691fb00efa3507fd4c",0,14,0,0,0,1,0,3.5,1,1,0,1,0,14,6,5,4,5,1,5,5,4,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,3,7,2,3,7,6,7,3,0,5,3,7,15
0.931372549019608,"2016-08-09 12:53:55","2016-08-09 13:06:57",1,"7ba2544d3ac19c76543f9be259febfd4","7ba2544d3ac19c76543f9be259febfd4","7ba2544d3ac19c76543f9be259febfd4",3.5,14,1,3.5,1,3.5,0,3.5,3.5,3.5,1,3.5,14,14,3,5,3,5,3,3,6,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,5,6,5,5,7,6,6,2,2,8,1,2,23
0.931372549019608,"2016-08-09 13:03:45","2016-08-09 13:07:01",1,"d4d0cd1ae06f54909291d34ddd6ab497","d4d0cd1ae06f54909291d34ddd6ab497","d4d0cd1ae06f54909291d34ddd6ab497",3.5,3.5,1,3.5,3.5,3.5,1,3.5,14,14,3.5,1,1,14,6,5,4,6,2,6,4,6,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,2,6,2,2,7,6,6,0,0,4,1,5,16
0.931372549019608,"2016-08-09 13:01:03","2016-08-09 13:07:08",1,"39b7b764acd114a5223e8d8f32031ac0","39b7b764acd114a5223e8d8f32031ac0","39b7b764acd114a5223e8d8f32031ac0",1,3.5,1,3.5,3.5,3.5,1,3.5,3.5,14,1,3.5,0,3.5,6,6,4,4,3,2,4,2,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,3,5,5,2,7,6,6,0,0,3,1,2,16
0.931372549019608,"2016-08-09 13:00:53","2016-08-09 13:07:08",1,"f933c52d490e833abf88a7055e3b2ccc","f933c52d490e833abf88a7055e3b2ccc","f933c52d490e833abf88a7055e3b2ccc",3.5,3.5,3.5,0,0,1,0,3.5,3.5,1,0,0,0,3.5,5,5,4,5,1,6,5,7,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,4,5,2,2,6,5,5,0,1,5,1,5,8
0.931372549019608,"2016-08-09 13:02:42","2016-08-09 13:07:44",1,"c1805221f006c257db304ded0e07915e","c1805221f006c257db304ded0e07915e","c1805221f006c257db304ded0e07915e",3.5,3.5,0,1,0,3.5,0,3.5,3.5,3.5,1,1,0,14,6,4,4,5,2,6,6,4,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,5,5,3,6,5,5,0,0,5,2,5,8
0.931372549019608,"2016-08-09 13:02:55","2016-08-09 13:08:11",1,"5e49583e78133da8b0dd84c362ceafd7","5e49583e78133da8b0dd84c362ceafd7","5e49583e78133da8b0dd84c362ceafd7",14,3.5,3.5,3.5,1,3.5,0,14,3.5,3.5,1,1,3.5,14,4,6,3,5,3,6,5,6,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,5,7,3,3,7,5,5,0,0,8,2,3,15
0.931372549019608,"2016-08-09 13:01:25","2016-08-09 13:08:20",1,"2ea8be507502502eb75f73fa603d122a","2ea8be507502502eb75f73fa603d122a","2ea8be507502502eb75f73fa603d122a",14,0,3.5,0,3.5,1,0,3.5,14,14,0,1,0,14,4,5,4,6,2,6,5,6,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,6,7,5,2,5,7,6,2,2,7,2,6,8
0.931372549019608,"2016-08-09 13:05:15","2016-08-09 13:08:46",1,"f707228f0cff8debccb22e481c1d5507","f707228f0cff8debccb22e481c1d5507","f707228f0cff8debccb22e481c1d5507",3.5,3.5,3.5,3.5,3.5,3.5,1,14,3.5,14,1,1,0,14,6,5,4,4,2,3,5,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,3,5,2,2,7,5,5,0,0,5,1,2,18.5
0.931372549019608,"2016-08-09 13:04:05","2016-08-09 13:08:57",1,"16581d46b997935dcefc03062a56d3b2","16581d46b997935dcefc03062a56d3b2","16581d46b997935dcefc03062a56d3b2",14,3.5,1,3.5,1,3.5,1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,6,5,4,6,1,6,6,5,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,4,6,3,3,7,6,5,3,1,8,1,4,13.5
0.931372549019608,"2016-08-09 13:03:48","2016-08-09 13:09:04",1,"83ffd631475d98ff28d2243a80622c83","83ffd631475d98ff28d2243a80622c83","83ffd631475d98ff28d2243a80622c83",14,3.5,3.5,14,0,3.5,1,3.5,14,14,3.5,3.5,0,14,6,6,4,2,4,1,3,1,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,3,5,5,7,7,7,1,0,10,1,3,25.5
0.931372549019608,"2016-08-09 13:04:53","2016-08-09 13:09:48",1,"f2f30fb7273d83953ab030975ca16993","f2f30fb7273d83953ab030975ca16993","f2f30fb7273d83953ab030975ca16993",3.5,3.5,1,1,3.5,3.5,3.5,3.5,1,3.5,3.5,1,3.5,14,5,6,2,7,3,5,4,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,6,7,5,6,7,7,7,2,4,10,3,5,16
0.931372549019608,"2016-08-09 13:03:04","2016-08-09 13:09:50",1,"2d6f19be17011400a77f1c2a3fc56114","2d6f19be17011400a77f1c2a3fc56114","2d6f19be17011400a77f1c2a3fc56114",14,14,3.5,3.5,3.5,14,1,3.5,3.5,3.5,1,1,0,14,6,4,4,4,4,2,5,3,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,2,3,2,2,6,5,5,2,1,5,1,3,39.5
0.931372549019608,"2016-08-09 13:06:52","2016-08-09 13:10:45",1,"8dae8976d5b7abefede0c33f8d7779b9","8dae8976d5b7abefede0c33f8d7779b9","8dae8976d5b7abefede0c33f8d7779b9",28,28,1,1,1,3.5,0,1,28,28,3.5,3.5,1,14,6,7,4,2,5,3,4,3,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,4,4,4,4,6,4,4,1,0,7,3,3,34.5
0.931372549019608,"2016-08-09 12:01:48","2016-08-09 13:11:31",1,"de7efd533a449b6d813bb09666b23e09","de7efd533a449b6d813bb09666b23e09","de7efd533a449b6d813bb09666b23e09",3.5,3.5,1,3.5,3.5,3.5,0,1,3.5,1,0,1,0,3.5,5,4,4,3,5,4,3,4,"Price of the product",NA,NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,5,3,3,3,5,5,4,1,0,7,2,3,15
0.931372549019608,"2016-08-09 13:05:09","2016-08-09 13:11:51",1,"7eabed06377836e01e6abdcdc0a71d6e","7eabed06377836e01e6abdcdc0a71d6e","7eabed06377836e01e6abdcdc0a71d6e",3.5,0,0,0,0,0,0,0,0,14,1,14,1,14,1,4,4,6,1,4,6,6,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,4,5,4,7,6,6,0,0,10,7,7,0
0.931372549019608,"2016-08-09 13:10:01","2016-08-09 13:12:54",1,"cdb3615627434459bc42d52b774954f0","cdb3615627434459bc42d52b774954f0","cdb3615627434459bc42d52b774954f0",14,3.5,3.5,3.5,3.5,3.5,14,3.5,14,14,3.5,1,1,14,5,5,4,5,3,5,5,4,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,4,3,3,3,6,5,5,1,0,7,2,4,31.5
0.931372549019608,"2016-08-09 13:11:00","2016-08-09 13:13:36",1,"5a57ea87e3e77c3dfbca68e1c9f10953","5a57ea87e3e77c3dfbca68e1c9f10953","5a57ea87e3e77c3dfbca68e1c9f10953",3.5,1,0,1,3.5,3.5,0,3.5,3.5,3.5,3.5,3.5,0,3.5,5,3,3,4,5,5,5,4,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,6,6,5,6,7,2,7,4,2,5,1,2,9
0.931372549019608,"2016-08-09 13:10:19","2016-08-09 13:14:14",1,"018ba5161900142229dc85e2654a6cda","018ba5161900142229dc85e2654a6cda","018ba5161900142229dc85e2654a6cda",14,3.5,14,1,3.5,3.5,0,3.5,3.5,3.5,1,1,0,14,6,4,4,3,5,5,3,3,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,6,2,2,6,5,6,1,0,5,1,2,25.5
0.931372549019608,"2016-08-09 13:06:09","2016-08-09 13:14:18",1,"5b4e5f10853ee3038a19ab255058f08c","5b4e5f10853ee3038a19ab255058f08c","5b4e5f10853ee3038a19ab255058f08c",3.5,3.5,3.5,1,3.5,3.5,1,3.5,14,14,3.5,1,0,14,6,4,4,5,3,4,6,2,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,6,6,6,5,7,6,6,1,1,5,1,3,16
0.931372549019608,"2016-08-09 13:09:00","2016-08-09 13:14:44",1,"b451a70202d5e320f551400f2dd78136","b451a70202d5e320f551400f2dd78136","b451a70202d5e320f551400f2dd78136",14,3.5,3.5,3.5,3.5,3.5,1,3.5,3.5,14,1,3.5,0,3.5,6,5,4,2,4,3,6,3,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,5,2,3,7,6,6,2,1,4,1,2,18.5
0.931372549019608,"2016-08-09 13:11:28","2016-08-09 13:15:20",1,"9ef709518845193567ad15bdcdd09783","9ef709518845193567ad15bdcdd09783","9ef709518845193567ad15bdcdd09783",14,3.5,3.5,1,3.5,3.5,0,3.5,14,14,3.5,1,0,14,6,5,4,6,3,6,6,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,5,5,5,6,6,6,6,0,0,9,3,7,15
0.931372549019608,"2016-08-09 13:09:17","2016-08-09 13:15:30",1,"82a92c5b33fd00bb3aea99aa205fd0bc","82a92c5b33fd00bb3aea99aa205fd0bc","82a92c5b33fd00bb3aea99aa205fd0bc",3.5,3.5,1,3.5,1,1,0,3.5,14,14,3.5,3.5,0,14,4,5,3,7,1,7,7,7,"Price of the product",NA,NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,6,6,4,4,6,6,6,5,2,9,3,5,10
0.931372549019608,"2016-08-09 13:09:57","2016-08-09 13:15:47",1,"2966630996a6c203980aa8ae2181cda7","2966630996a6c203980aa8ae2181cda7","2966630996a6c203980aa8ae2181cda7",3.5,3.5,3.5,0,1,3.5,0,1,14,1,28,1,0,14,6,7,4,7,1,5,1,4,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,5,5,5,1,4,7,6,1,0,10,7,7,11.5
0.931372549019608,"2016-08-09 13:11:53","2016-08-09 13:16:17",1,"5ff661603a30d6b0f46d0429ab298519","5ff661603a30d6b0f46d0429ab298519","5ff661603a30d6b0f46d0429ab298519",14,3.5,3.5,1,3.5,14,14,14,28,14,3.5,1,0,3.5,6,4,4,1,1,1,1,1,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,3,3,2,6,7,6,6,0,0,4,1,3,39.5
0.931372549019608,"2016-08-09 13:09:51","2016-08-09 13:16:28",1,"7ac13210f30563fc74204e0b0d03d99e","7ac13210f30563fc74204e0b0d03d99e","7ac13210f30563fc74204e0b0d03d99e",3.5,3.5,1,1,1,3.5,1,1,3.5,3.5,1,1,1,3.5,5,5,4,6,2,6,4,6,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,5,5,4,4,5,5,5,3,1,9,2,5,11
0.931372549019608,"2016-08-09 13:04:34","2016-08-09 13:16:56",1,"6a3051c6b5130501e93e1bac3e5707a5","6a3051c6b5130501e93e1bac3e5707a5","6a3051c6b5130501e93e1bac3e5707a5",3.5,3.5,1,3.5,1,3.5,1,3.5,3.5,3.5,3.5,1,0,3.5,6,4,3,4,3,4,5,4,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,0,1,9,1,5,13.5
0.931372549019608,"2016-08-09 13:13:07","2016-08-09 13:17:23",1,"c4773697e32e2fdb96bed6e4238ea566","c4773697e32e2fdb96bed6e4238ea566","c4773697e32e2fdb96bed6e4238ea566",3.5,14,3.5,1,3.5,1,1,14,3.5,3.5,14,3.5,0,14,6,4,4,3,5,3,3,3,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,3,5,3,3,6,6,5,3,0,2,2,3,24
0.931372549019608,"2016-08-09 13:12:02","2016-08-09 13:17:48",1,"ca93d11d9b297a318590a0a2650273b8","ca93d11d9b297a318590a0a2650273b8","ca93d11d9b297a318590a0a2650273b8",14,3.5,0,1,0,3.5,0,3.5,1,3.5,1,1,0,14,3,6,4,2,3,2,3,4,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,2,2,2,3,7,4,5,1,2,4,1,3,8
0.931372549019608,"2016-08-09 13:13:52","2016-08-09 13:17:56",1,"d55398bb2bdaa799d994f0a4dbb84388","d55398bb2bdaa799d994f0a4dbb84388","d55398bb2bdaa799d994f0a4dbb84388",1,14,3.5,1,1,3.5,1,3.5,3.5,3.5,3.5,3.5,0,14,6,5,3,5,3,5,4,4,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,6,6,5,3,7,7,7,1,2,8,3,6,24
0.931372549019608,"2016-08-09 13:15:00","2016-08-09 13:18:03",1,"a1c42732abe745d44897614541ecb8e6","a1c42732abe745d44897614541ecb8e6","a1c42732abe745d44897614541ecb8e6",14,14,0,0,1,0,0,0,14,3.5,3.5,0,0,3.5,6,6,3,6,2,6,3,5,"Price of the product",NA,NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,7,7,7,7,7,7,7,5,1,10,1,3,15
0.931372549019608,"2016-08-09 13:12:55","2016-08-09 13:18:32",1,"f8a44fdc6e9d59dc8ac67fef67f1312b","f8a44fdc6e9d59dc8ac67fef67f1312b","f8a44fdc6e9d59dc8ac67fef67f1312b",14,3.5,3.5,0,3.5,3.5,3.5,3.5,0,14,1,1,0,1,6,5,4,4,3,3,4,2,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,3,4,2,1,7,7,5,2,0,5,2,3,17.5
0.931372549019608,"2016-08-09 13:14:09","2016-08-09 13:18:46",1,"ad4fe4c7b4eb8ae0c6841ccb8fa6a366","ad4fe4c7b4eb8ae0c6841ccb8fa6a366","ad4fe4c7b4eb8ae0c6841ccb8fa6a366",1,3.5,1,1,3.5,1,3.5,3.5,3.5,14,3.5,3.5,0,3.5,6,4,4,3,4,4,3,6,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,4,4,3,7,6,6,2,1,8,2,4,13.5
0.931372549019608,"2016-08-09 13:12:03","2016-08-09 13:19:20",1,"8d3149afe919637c1f46a4d297a2bd4a","8d3149afe919637c1f46a4d297a2bd4a","8d3149afe919637c1f46a4d297a2bd4a",1,3.5,3.5,3.5,3.5,1,0,1,14,14,14,1,0,3.5,6,5,4,5,2,5,6,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,2,2,1,2,6,6,5,0,0,8,2,5,15
0.931372549019608,"2016-08-09 13:11:29","2016-08-09 13:19:33",1,"1dd1ea017b6dbd2baf36b66f830f9cc1","1dd1ea017b6dbd2baf36b66f830f9cc1","1dd1ea017b6dbd2baf36b66f830f9cc1",3.5,3.5,0,3.5,3.5,3.5,0,3.5,14,3.5,0,1,0,1,4,5,3,5,5,2,5,6,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,3,2,2,5,7,5,5,1,0,8,1,2,14
0.931372549019608,"2016-08-09 13:16:19","2016-08-09 13:19:55",1,"3c609f7a46599eae4ba7aec57a4e546d","3c609f7a46599eae4ba7aec57a4e546d","3c609f7a46599eae4ba7aec57a4e546d",28,3.5,0,1,0,14,0,3.5,28,28,1,3.5,0,28,6,7,2,6,5,5,7,7,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,6,6,6,6,6,6,6,5,5,10,2,7,18.5
0.931372549019608,"2016-08-09 13:16:31","2016-08-09 13:20:15",1,"54a70e7232078e80853af4acbd080575","54a70e7232078e80853af4acbd080575","54a70e7232078e80853af4acbd080575",0,0,0,3.5,1,0,0,14,3.5,14,14,3.5,14,14,3,5,4,5,4,6,4,5,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,6,6,5,4,6,6,7,2,0,8,5,6,4.5
0.931372549019608,"2016-08-09 13:09:49","2016-08-09 13:21:21",1,"348020973f00d4e7c844e41963a6f8f4","348020973f00d4e7c844e41963a6f8f4","348020973f00d4e7c844e41963a6f8f4",3.5,3.5,1,3.5,1,3.5,3.5,3.5,3.5,14,3.5,1,0,3.5,6,4,4,4,3,5,5,3,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,5,6,6,5,6,6,6,0,0,10,3,5,16
0.931372549019608,"2016-08-09 13:16:33","2016-08-09 13:21:35",1,"33b707478ff1be865f77c4651a0e9437","33b707478ff1be865f77c4651a0e9437","33b707478ff1be865f77c4651a0e9437",3.5,1,3.5,3.5,3.5,1,0,3.5,3.5,14,3.5,14,0,14,6,4,4,7,4,6,4,2,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,5,6,5,2,7,6,5,0,0,5,1,2,12.5
0.931372549019608,"2016-08-09 13:16:16","2016-08-09 13:21:43",1,"135e2d33fe68bacb8e1bd4a51ab543f0","135e2d33fe68bacb8e1bd4a51ab543f0","135e2d33fe68bacb8e1bd4a51ab543f0",3.5,3.5,1,1,3.5,3.5,0,3.5,0,3.5,1,3.5,0,14,6,4,4,4,4,2,6,3,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,4,4,4,5,7,6,6,0,0,3,1,3,12.5
0.931372549019608,"2016-08-09 13:17:12","2016-08-09 13:21:54",1,"52efec5f8377adc4d5c9d99754aad328","52efec5f8377adc4d5c9d99754aad328","52efec5f8377adc4d5c9d99754aad328",14,3.5,1,3.5,3.5,3.5,1,3.5,3.5,28,3.5,3.5,1,1,5,6,2,6,2,6,5,6,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,6,7,6,6,6,6,6,0,1,10,5,7,16
0.931372549019608,"2016-08-09 13:20:31","2016-08-09 13:23:01",1,"67b8383b0b57a612e58840c39b3fb470","67b8383b0b57a612e58840c39b3fb470","67b8383b0b57a612e58840c39b3fb470",14,3.5,0,1,1,3.5,0,3.5,1,3.5,3.5,1,0,14,6,4,4,2,5,2,4,2,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,4,2,2,2,6,5,5,0,0,3,2,3,9
0.931372549019608,"2016-08-09 13:18:09","2016-08-09 13:23:08",1,"93757403af4cc568fcb8209cff9c0e2d","93757403af4cc568fcb8209cff9c0e2d","93757403af4cc568fcb8209cff9c0e2d",3.5,0,3.5,3.5,3.5,3.5,0,14,14,14,1,1,1,14,6,5,4,4,2,5,5,4,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,6,2,2,5,6,5,0,2,6,2,5,14
0.931372549019608,"2016-08-09 13:19:18","2016-08-09 13:23:37",1,"294234f1a6a70c5b6f6bff6d0deb2501","294234f1a6a70c5b6f6bff6d0deb2501","294234f1a6a70c5b6f6bff6d0deb2501",3.5,14,3.5,3.5,0,3.5,0,3.5,14,14,3.5,0,0,14,4,5,3,6,1,6,6,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,6,6,6,6,7,7,7,0,1,10,4,4,24.5
0.931372549019608,"2016-08-09 13:19:06","2016-08-09 13:24:32",1,"bf052995d845670114b30614bd54e883","bf052995d845670114b30614bd54e883","bf052995d845670114b30614bd54e883",14,3.5,3.5,3.5,3.5,3.5,1,3.5,14,14,14,3.5,1,14,5,6,3,6,2,6,6,6,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,5,6,5,4,6,6,6,3,2,10,3,5,18.5
0.931372549019608,"2016-08-09 13:13:44","2016-08-09 13:24:47",1,"2751a623e3b39f7a169fc5f7dd613e6e","2751a623e3b39f7a169fc5f7dd613e6e","2751a623e3b39f7a169fc5f7dd613e6e",3.5,3.5,1,1,1,3.5,1,3.5,3.5,3.5,1,1,3.5,3.5,4,6,3,6,6,6,6,6,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,3,3,3,6,6,6,3,1,1,7,3,3,11
0.931372549019608,"2016-08-09 13:16:08","2016-08-09 13:24:51",1,"b249870c60a4fb0098a202d186d3597a","b249870c60a4fb0098a202d186d3597a","b249870c60a4fb0098a202d186d3597a",3.5,3.5,0,0,0,3.5,0,3.5,0,3.5,0,0,0,14,6,5,4,7,1,6,6,4,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,4,6,3,4,7,5,4,0,0,8,1,1,7
0.931372549019608,"2016-08-09 13:21:47","2016-08-09 13:24:54",1,"3b32dc8eca6a479ac38227807d7c7e87","3b32dc8eca6a479ac38227807d7c7e87","3b32dc8eca6a479ac38227807d7c7e87",3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,3.5,3.5,1,3.5,1,3.5,5,5,4,5,1,6,5,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,7,7,5,5,7,7,7,0,0,7,1,3,21
0.931372549019608,"2016-08-09 13:19:27","2016-08-09 13:25:02",1,"cc84e4661f911b5514d594cdda6348d3","cc84e4661f911b5514d594cdda6348d3","cc84e4661f911b5514d594cdda6348d3",1,3.5,1,3.5,1,1,1,3.5,3.5,14,1,3.5,3.5,3.5,6,4,4,5,5,5,3,5,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,2,3,2,2,7,5,3,2,0,7,1,5,11
0.931372549019608,"2016-08-09 13:15:53","2016-08-09 13:25:07",1,"b167d4a3ce0e9c1ae5f6d6b26e76626a","b167d4a3ce0e9c1ae5f6d6b26e76626a","b167d4a3ce0e9c1ae5f6d6b26e76626a",3.5,1,1,1,3.5,1,0,3.5,14,14,3.5,1,0,3.5,5,4,4,3,4,2,5,5,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,2,1,1,1,7,5,3,1,1,7,1,1,7.5
0.931372549019608,"2016-08-09 13:19:20","2016-08-09 13:25:39",1,"312970973551faa106e6c68b95e59142","312970973551faa106e6c68b95e59142","312970973551faa106e6c68b95e59142",14,3.5,3.5,1,3.5,1,0,3.5,3.5,3.5,3.5,1,0,3.5,5,5,4,1,4,1,5,1,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,3,2,5,7,6,6,0,0,3,1,2,12.5
0.931372549019608,"2016-08-09 13:17:07","2016-08-09 13:25:54",1,"0e64b45ecae154efe83eaa191278bff0","0e64b45ecae154efe83eaa191278bff0","0e64b45ecae154efe83eaa191278bff0",3.5,3.5,3.5,1,1,3.5,1,3.5,3.5,3.5,3.5,1,1,3.5,4,5,3,3,5,5,6,5,NA,NA,"Whether the product is antibiotic and/or hormone free",NA,"How the product tastes",NA,NA,NA,3,5,3,6,7,7,6,1,2,4,3,5,13.5
0.931372549019608,"2016-08-09 13:22:58","2016-08-09 13:26:00",1,"f4dfcf4c2556f01082ab0ca20cb487da","f4dfcf4c2556f01082ab0ca20cb487da","f4dfcf4c2556f01082ab0ca20cb487da",14,14,1,1,1,3.5,1,3.5,3.5,14,3.5,1,0,14,6,5,3,5,3,6,5,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,5,3,2,6,6,7,1,1,10,2,3,21.5
0.931372549019608,"2016-08-09 13:20:41","2016-08-09 13:26:09",1,"970382146a1d6784c1abb7a7868ea9e3","970382146a1d6784c1abb7a7868ea9e3","970382146a1d6784c1abb7a7868ea9e3",14,3.5,1,3.5,3.5,3.5,3.5,3.5,14,3.5,3.5,3.5,3.5,3.5,6,6,6,4,4,4,4,2,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,2,2,1,1,7,3,2,0,0,5,1,1,18.5
0.931372549019608,"2016-08-09 13:21:50","2016-08-09 13:26:17",1,"8062448f5ea427e757b68b506ef23dd8","8062448f5ea427e757b68b506ef23dd8","8062448f5ea427e757b68b506ef23dd8",14,3.5,1,3.5,3.5,3.5,0,3.5,14,28,1,3.5,1,14,6,6,3,2,6,2,2,3,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,6,6,6,6,7,6,6,2,3,7,3,3,15
0.931372549019608,"2016-08-09 13:18:58","2016-08-09 13:26:33",1,"168e03cac3b0fb2d3c46f12e1f1fcf8f","168e03cac3b0fb2d3c46f12e1f1fcf8f","168e03cac3b0fb2d3c46f12e1f1fcf8f",14,3.5,3.5,14,3.5,3.5,3.5,3.5,14,1,3.5,1,1,1,5,4,4,3,4,3,3,2,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,2,2,2,2,6,5,5,2,0,5,1,2,31.5
0.931372549019608,"2016-08-09 13:22:16","2016-08-09 13:27:16",1,"30937173eecbd6e58aa586c0ea79915c","30937173eecbd6e58aa586c0ea79915c","30937173eecbd6e58aa586c0ea79915c",3.5,1,1,3.5,0,1,0,3.5,3.5,14,14,14,1,14,4,4,4,5,2,7,3,7,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,3,4,3,2,7,6,6,2,0,10,3,6,6.5
0.931372549019608,"2016-08-09 13:23:10","2016-08-09 13:27:23",1,"ffec5e71dcf9eeed12e51195d4b87c62","ffec5e71dcf9eeed12e51195d4b87c62","ffec5e71dcf9eeed12e51195d4b87c62",14,3.5,3.5,0,3.5,3.5,0,14,14,14,3.5,3.5,0,14,6,5,3,7,1,7,4,7,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,3,5,3,5,6,5,1,0,3,1,3,14
