"approximatePropCompleted","startDate","endDate","finished","MID","mTurkID","mTurkIDrepeat","FFQfreqDairy","FFQfreqChicken","FFQfreqTurkey","FFQfreqFish","FFQfreqPork","FFQfreqBeef","FFQfreqOther","FFQfreqEggs","FFQfreqFruit","FFQfreqVegetables","FFQfreqNuts","FFQfreqBeans","FFQfreqVegMeats","FFQfreqGrains","howOftenEatMeat","everEatenVeg","startVegDiet","endVegDiet","intentChangeFruitVeg","intentChangeMeat","ATDpurchContToSuff","ATDstandOfLive","ATDenviron","ATDreduceTrend","ATDhealthier","CONSIDprice","CONSIDnutrition","CONSIDhormones","CONSIDstandLiving","CONSIDtaste","CONSIDenviron","CONSIDother","CONSIDotherText","feelTherm","goalEliminateMeat","goalReduceMeat","location","female","highestEDU","highestEDUother","yearBorn","income","FFQtotalSumMeat"
0.922330097087379,"2016-06-24 08:10:50","2016-06-24 08:13:40",1,"74c338c450e201e975ba3107f3733c35","74c338c450e201e975ba3107f3733c35","74c338c450e201e975ba3107f3733c35",3.5,3.5,3.5,3.5,3.5,3.5,1,3.5,3.5,3.5,3.5,3.5,1,3.5,4,1,"12/1996","05/2006",6,4,3,5,5,4,4,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,10,2,5,"Illinois",0,7,NA,1984,5,18.5
0.922330097087379,"2016-06-24 08:06:32","2016-06-24 08:14:55",1,"438dc89a71292dccf21eeada64e4f15a","438dc89a71292dccf21eeada64e4f15a","438dc89a71292dccf21eeada64e4f15a",14,14,1,1,3.5,14,1,3.5,14,14,0,14,1,14,6,1,"06/01/1999","12/30/2002",7,3,7,1,7,5,7,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,10,2,7,"Virginia",1,3,NA,1973,3,34.5
0.922330097087379,"2016-06-24 08:11:31","2016-06-24 08:16:09",1,"1c48d5f4116ecca06d095f0ff9d7710e","1c48d5f4116ecca06d095f0ff9d7710e","1c48d5f4116ecca06d095f0ff9d7710e",14,3.5,1,1,1,3.5,0,1,14,14,3.5,1,0,14,6,1,"03/01/2016","03/08/2016",5,4,2,3,3,3,3,NA,NA,"Whether the product is antibiotic and/or hormone free",NA,"How the product tastes",NA,NA,NA,5,1,5,"Virginia",1,6,NA,1987,4,10
0.922330097087379,"2016-06-24 08:11:28","2016-06-24 08:16:09",1,"6f564553a58d0a8e0bf3ddc87eb4fd65","6f564553a58d0a8e0bf3ddc87eb4fd65","6f564553a58d0a8e0bf3ddc87eb4fd65",3.5,1,3.5,1,0,0,0,3.5,14,14,14,3.5,14,14,3,1,"01/2015","03/2016",6,4,7,1,7,6,7,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,9,3,7,"Indiana",1,3,NA,1989,0,5.5
0.922330097087379,"2016-06-24 08:24:27","2016-06-24 08:30:32",1,"f561349a4cb871d711172facfd363c26","f561349a4cb871d711172facfd363c26","f561349a4cb871d711172facfd363c26",14,3.5,0,1,3.5,3.5,0,3.5,1,14,14,3.5,0,14,6,1,"01/01/2000","12/31/2002",4,4,5,3,3,5,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,8,5,6,"Kansas",1,3,NA,1950,6,11.5
0.922330097087379,"2016-06-24 08:32:19","2016-06-24 08:38:46",1,"4f344978d4a8fae4da0b240364e640e3","4f344978d4a8fae4da0b240364e640e3","4f344978d4a8fae4da0b240364e640e3",1,3.5,0,3.5,1,1,0,1,3.5,14,3.5,3.5,3.5,3.5,5,1,"01/01/2014","04/01/2014",6,2,7,2,5,2,6,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,10,5,6,"Ohio",1,5,NA,1985,7,9
0.922330097087379,"2016-06-24 08:43:15","2016-06-24 08:48:39",1,"b1d726f7994c1aa00726a25cbe75bcb8","b1d726f7994c1aa00726a25cbe75bcb8","b1d726f7994c1aa00726a25cbe75bcb8",3.5,3.5,3.5,0,3.5,1,1,3.5,3.5,14,14,1,0,3.5,6,1,"06/01/2015","02/01/2016",6,3,2,1,1,2,5,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,6,2,5,"Michigan",0,5,NA,1984,2,12.5
0.922330097087379,"2016-06-24 08:43:44","2016-06-24 08:48:50",1,"81021bb563c143af88084d10e9915b90","81021bb563c143af88084d10e9915b90","81021bb563c143af88084d10e9915b90",3.5,3.5,0,1,3.5,1,1,3.5,1,14,1,3.5,1,3.5,6,1,"10/15/2010","12/15/2010",5,4,6,2,5,5,2,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,5,3,6,"New York",1,5,NA,1983,6,10
0.922330097087379,"2016-06-24 08:47:53","2016-06-24 08:51:52",1,"54784219799698c4e0e5186616e6ceea","54784219799698c4e0e5186616e6ceea","54784219799698c4e0e5186616e6ceea",3.5,3.5,3.5,1,3.5,3.5,1,3.5,14,14,3.5,3.5,14,3.5,6,1,"09/2012","3/2013",4,4,5,3,6,2,5,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,4,1,3,"New York",0,5,NA,1983,10,16
0.922330097087379,"2016-06-24 08:49:30","2016-06-24 08:53:42",1,"a24d1c3c8e532c36b6c15769ab633173","a24d1c3c8e532c36b6c15769ab633173","a24d1c3c8e532c36b6c15769ab633173",3.5,3.5,1,1,1,1,1,1,3.5,14,1,1,1,3.5,5,1,"03/2016","04/2016",4,4,7,2,4,6,7,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,10,3,5,"Pennsylvania",1,3,NA,1989,1,8.5
0.922330097087379,"2016-06-24 08:51:16","2016-06-24 08:54:20",1,"7d7f90c8edf13d1ad977a00582612f20","7d7f90c8edf13d1ad977a00582612f20","7d7f90c8edf13d1ad977a00582612f20",3.5,3.5,1,1,3.5,3.5,3.5,1,3.5,14,3.5,3.5,1,14,6,1,"08/2013","11/2013",6,5,3,1,4,5,1,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,2,1,1,"Georgia",0,3,NA,1994,0,16
0.922330097087379,"2016-06-24 09:06:03","2016-06-24 09:08:29",1,"a966dffafe0ad0067678a80bb9d9c78d","a966dffafe0ad0067678a80bb9d9c78d","a966dffafe0ad0067678a80bb9d9c78d",14,3.5,3.5,1,0,0,0,1,3.5,14,1,3.5,1,14,6,1,"01/2002","01/2012",4,4,6,1,6,7,4,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,5,5,7,"Pennsylvania",1,3,NA,1983,10,8
0.922330097087379,"2016-06-24 09:06:11","2016-06-24 09:09:59",1,"e443de321e6b36755f60dba9e51f8e1d","e443de321e6b36755f60dba9e51f8e1d","e443de321e6b36755f60dba9e51f8e1d",3.5,1,3.5,3.5,3.5,3.5,14,3.5,14,14,14,3.5,14,3.5,3,1,"05/2016","06/2016",5,4,6,5,4,4,6,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,8,6,3,"California",0,6,NA,1990,5,29
0.922330097087379,"2016-06-24 09:34:12","2016-06-24 09:37:58",1,"9f32d00158698760b5c8c98aee7802ec","9f32d00158698760b5c8c98aee7802ec","9f32d00158698760b5c8c98aee7802ec",1,3.5,3.5,3.5,1,3.5,1,3.5,3.5,14,3.5,3.5,3.5,14,6,1,"05/2016","06/2016",5,3,6,2,6,4,4,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,8,2,6,"Missouri",1,5,NA,1988,0,16
0.922330097087379,"2016-06-24 09:44:30","2016-06-24 09:49:03",1,"22bcb61b620f8107bd4d6b07a19c52ca","22bcb61b620f8107bd4d6b07a19c52ca","22bcb61b620f8107bd4d6b07a19c52ca",3.5,3.5,1,3.5,1,3.5,1,3.5,3.5,14,1,3.5,0,3.5,5,1,"1/1/2014","12/1/2015",5,3,5,2,4,6,5,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,10,2,6,"Missouri",1,3,NA,1976,4,13.5
0.922330097087379,"2016-06-24 09:40:50","2016-06-24 09:51:37",1,"1b242b60e1138f76197b348998c270f7","1b242b60e1138f76197b348998c270f7","1b242b60e1138f76197b348998c270f7",3.5,3.5,3.5,3.5,3.5,3.5,1,3.5,14,14,3.5,3.5,1,14,6,1,"06/01/2013","10/30/2013",6,3,3,2,5,4,6,"Price of the product",NA,NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,6,2,7,"Michigan",1,5,NA,1975,2,18.5
0.922330097087379,"2016-06-24 10:06:33","2016-06-24 10:10:18",1,"c0d1f0948f65de40a4edc6472f9d5911","c0d1f0948f65de40a4edc6472f9d5911","c0d1f0948f65de40a4edc6472f9d5911",14,3.5,3.5,1,1,3.5,0,14,0,3.5,3.5,0,14,0,6,1,"02/2003","06/2006",5,4,1,6,1,1,1,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,3,1,1,"Texas",1,5,NA,1986,5,12.5
0.922330097087379,"2016-06-24 10:15:10","2016-06-24 10:20:22",1,"e9acc505699beaec7ad265ec6b877f5d","e9acc505699beaec7ad265ec6b877f5d","e9acc505699beaec7ad265ec6b877f5d",3.5,14,3.5,3.5,3.5,14,1,14,28,14,14,14,0,14,6,1,"06/2008","08/2008",5,4,5,4,5,5,4,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,7,2,5,"Florida",0,5,NA,1982,3,39.5
0.922330097087379,"2016-06-24 10:21:03","2016-06-24 10:24:36",1,"56fd6390500a7108a5e17509b0a81083","56fd6390500a7108a5e17509b0a81083","56fd6390500a7108a5e17509b0a81083",1,3.5,3.5,3.5,3.5,14,3.5,14,14,3.5,3.5,3.5,14,14,1,1,"2014","2016",5,6,5,4,4,4,3,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,8,3,5,"Illinois",1,3,NA,1995,9,31.5
0.922330097087379,"2016-06-24 10:24:52","2016-06-24 10:29:56",1,"69ccdf280bc64c1d0f33ac441c26f21e","69ccdf280bc64c1d0f33ac441c26f21e","69ccdf280bc64c1d0f33ac441c26f21e",14,1,1,3.5,3.5,3.5,0,3.5,3.5,3.5,3.5,3.5,1,14,6,1,"01/2004","01/2008",4,4,6,2,6,5,5,NA,NA,NA,"Whether the animals had a good standard of living",NA,"The environmental impacts of the product",NA,NA,5,5,7,"Alabama",1,3,NA,1974,1,12.5
0.922330097087379,"2016-06-24 10:39:03","2016-06-24 10:43:56",1,"41732a030d5790edced5258a58e08646","41732a030d5790edced5258a58e08646","41732a030d5790edced5258a58e08646",3.5,3.5,3.5,3.5,1,3.5,0,3.5,14,14,14,3.5,1,14,4,1,"01/2005","01/2010",5,3,7,1,6,4,6,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,10,3,5,"Arkansas",0,5,NA,1987,8,15
0.922330097087379,"2016-06-24 10:44:03","2016-06-24 10:51:50",1,"400dff77dbebfa255f0f9af44c0e62bd","400dff77dbebfa255f0f9af44c0e62bd","400dff77dbebfa255f0f9af44c0e62bd",3.5,3.5,1,1,1,1,3.5,3.5,3.5,14,3.5,1,0,3.5,6,1,"02/26/2016","03/30/2016",6,4,5,3,3,3,2,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,4,1,3,"Louisiana",1,3,NA,1984,2,11
0.922330097087379,"2016-06-24 10:50:48","2016-06-24 10:58:17",1,"cc25fae6bdcc23b21776b2d986151543","cc25fae6bdcc23b21776b2d986151543","cc25fae6bdcc23b21776b2d986151543",28,3.5,1,1,3.5,3.5,0,3.5,1,14,3.5,1,1,0,6,1,"06/1992","08/1992",4,4,5,4,4,5,1,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,4,1,2,"California",1,3,NA,1970,0,12.5
0.922330097087379,"2016-06-24 11:08:51","2016-06-24 11:11:52",1,"481252bfee23061df0e9ce390d4784e4","481252bfee23061df0e9ce390d4784e4","481252bfee23061df0e9ce390d4784e4",3.5,1,1,1,1,3.5,3.5,1,1,3.5,3.5,3.5,0,3.5,4,1,"05/2015","02/2016",4,4,5,3,5,6,3,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,6,2,4,"Michigan",1,3,NA,1993,3,11
0.922330097087379,"2016-06-24 11:08:54","2016-06-24 11:16:44",1,"5c9a1f59e617d8cbe4e3d573e3d466ca","5c9a1f59e617d8cbe4e3d573e3d466ca","5c9a1f59e617d8cbe4e3d573e3d466ca",1,3.5,0,3.5,3.5,3.5,1,3.5,3.5,3.5,1,1,0,3.5,6,1,"01/2016","01/2016",4,4,5,4,1,1,4,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,10,7,7,"Missouri",1,3,NA,1975,2,15
0.922330097087379,"2016-06-24 11:21:13","2016-06-24 11:31:18",1,"a326d94ce9ae6ddf70e58baf911ba0ef","a326d94ce9ae6ddf70e58baf911ba0ef","a326d94ce9ae6ddf70e58baf911ba0ef",14,3.5,1,3.5,3.5,3.5,1,1,14,14,3.5,3.5,0,28,6,1,"08/2006","04/2008",5,3,6,2,5,5,6,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,8,1,5,"California",0,7,NA,1973,10,16
0.922330097087379,"2016-06-24 11:30:38","2016-06-24 11:37:47",1,"c95e9a4379d2ae0ea84b7ec5b765a880","c95e9a4379d2ae0ea84b7ec5b765a880","c95e9a4379d2ae0ea84b7ec5b765a880",3.5,3.5,1,3.5,1,1,1,3.5,14,14,14,3.5,3.5,3.5,4,1,"09/2011","04/2012",5,4,5,3,6,6,6,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,8,2,3,"Texas",1,7,NA,1958,6,11
0.922330097087379,"2016-06-24 11:33:43","2016-06-24 11:39:43",1,"4e39af3c650c141e1c92ed67dbec9116","4e39af3c650c141e1c92ed67dbec9116","4e39af3c650c141e1c92ed67dbec9116",3.5,1,1,1,3.5,1,0,1,1,3.5,1,1,0,3.5,6,1,"05/2006","06/2009",5,5,5,3,4,6,4,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,5,2,4,"Kentucky",1,2,NA,1992,0,7.5
0.922330097087379,"2016-06-24 11:34:33","2016-06-24 11:40:28",1,"057b201c7c046b7ee3c32df1aac3a2be","057b201c7c046b7ee3c32df1aac3a2be","057b201c7c046b7ee3c32df1aac3a2be",14,0,0,3.5,0,0,0,1,14,14,14,3.5,3.5,3.5,4,1,"01/2004","04/2011",6,4,6,1,7,2,5,"Price of the product",NA,NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,8,3,6,"North Carolina",0,5,NA,1975,3,3.5
0.922330097087379,"2016-06-24 11:35:15","2016-06-24 11:40:40",1,"3ba4087e7713147b9a9cd1f125f171be","3ba4087e7713147b9a9cd1f125f171be","3ba4087e7713147b9a9cd1f125f171be",14,0,0,1,0,0,0,14,14,14,3.5,3.5,1,14,3,1,"1988","2014",5,4,6,1,6,5,6,NA,NA,NA,"Whether the animals had a good standard of living",NA,"The environmental impacts of the product",NA,NA,7,5,5,"Missouri",1,3,NA,1983,1,1
0.922330097087379,"2016-06-24 11:31:11","2016-06-24 11:41:56",1,"ecc8f4e108872c6c8b7e89f33987fe05","ecc8f4e108872c6c8b7e89f33987fe05","ecc8f4e108872c6c8b7e89f33987fe05",28,3.5,1,3.5,1,1,1,1,14,3.5,1,3.5,0,3.5,6,1,"04/2006","11/2007",7,4,6,1,5,3,5,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,10,1,3,"Alabama",1,5,NA,1986,3,11
0.922330097087379,"2016-06-24 11:45:23","2016-06-24 11:55:08",1,"6dbc68e410ef34819189c1d7442c54a4","6dbc68e410ef34819189c1d7442c54a4","6dbc68e410ef34819189c1d7442c54a4",3.5,3.5,3.5,1,0,1,0,3.5,3.5,14,1,3.5,0,14,6,1,"12/2013","10/2015",5,4,5,2,6,5,7,NA,NA,NA,"Whether the animals had a good standard of living",NA,"The environmental impacts of the product",NA,NA,8,5,7,"Ohio",0,5,NA,1987,5,9
0.922330097087379,"2016-06-24 11:46:34","2016-06-24 11:56:13",1,"76054a914e72e92922a01b267533678e","76054a914e72e92922a01b267533678e","76054a914e72e92922a01b267533678e",3.5,3.5,1,0,0,3.5,0,3.5,3.5,3.5,0,1,0,3.5,6,1,"06/2004","06/2005",4,4,5,1,6,5,4,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,7,1,2,"California",0,3,NA,1969,2,8
0.922330097087379,"2016-06-24 11:45:49","2016-06-24 11:56:34",1,"0418a88f252e3fd58fb311d3bdcc17ba","0418a88f252e3fd58fb311d3bdcc17ba","0418a88f252e3fd58fb311d3bdcc17ba",3.5,14,0,28,3.5,1,0,1,1,3.5,1,0,3.5,28,6,1,"01/2016","05/2016",6,3,7,1,7,5,7,"Price of the product",NA,NA,NA,NA,"The environmental impacts of the product",NA,NA,10,5,6,"Texas",0,3,NA,1986,0,46.5
0.922330097087379,"2016-06-24 11:50:14","2016-06-24 11:57:43",1,"8946b4e3912f0eb2345558760e7231db","8946b4e3912f0eb2345558760e7231db","8946b4e3912f0eb2345558760e7231db",14,3.5,3.5,3.5,3.5,3.5,1,3.5,14,14,3.5,14,3.5,14,6,1,"02/2012","12/2012",6,4,4,2,7,5,5,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,6,2,7,"Florida",1,5,NA,1984,2,18.5
0.922330097087379,"2016-06-24 11:58:09","2016-06-24 12:04:38",1,"95c720ab454c8d2dd9532d04b596c927","95c720ab454c8d2dd9532d04b596c927","95c720ab454c8d2dd9532d04b596c927",14,14,3.5,3.5,0,3.5,0,3.5,3.5,3.5,1,3.5,0,14,6,1,"05/2016","05/2017",6,4,6,2,7,5,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,1,2,"Missouri",1,3,NA,1990,3,24.5
0.922330097087379,"2016-06-24 12:01:44","2016-06-24 12:06:51",1,"a979c567994a04ebbc6d54671230e9d0","a979c567994a04ebbc6d54671230e9d0","a979c567994a04ebbc6d54671230e9d0",3.5,1,1,3.5,1,1,0,3.5,14,14,3.5,1,0,14,4,1,"03/2002","05/2008",5,4,4,2,5,4,4,NA,NA,NA,"Whether the animals had a good standard of living","How the product tastes",NA,NA,NA,8,4,5,"South Dakota",1,5,NA,1990,0,7.5
0.922330097087379,"2016-06-24 12:13:45","2016-06-24 12:18:38",1,"a21e1146f03fa3bff841b192015f4732","a21e1146f03fa3bff841b192015f4732","a21e1146f03fa3bff841b192015f4732",14,14,3.5,1,3.5,3.5,1,3.5,14,3.5,3.5,3.5,0,3.5,6,1,"01/2016","04/2016",6,3,3,2,4,6,5,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,4,2,5,"Ohio",1,5,NA,1993,0,26.5
0.922330097087379,"2016-06-24 12:21:37","2016-06-24 12:26:39",1,"97d19c334c864df518dc32fe4b1d3d57","97d19c334c864df518dc32fe4b1d3d57","97d19c334c864df518dc32fe4b1d3d57",1,28,1,1,3.5,1,1,28,1,28,3.5,14,1,28,6,1,"04/2007","02/2016",6,4,7,1,6,3,5,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,10,3,7,"Alabama",0,3,NA,1995,1,35.5
0.922330097087379,"2016-06-24 12:23:59","2016-06-24 12:28:05",1,"3c609f7a46599eae4ba7aec57a4e546d","3c609f7a46599eae4ba7aec57a4e546d","3c609f7a46599eae4ba7aec57a4e546d",28,3.5,1,1,0,14,0,0,14,3.5,1,1,0,28,6,1,"01/01/2016","02/01/2016",7,1,7,1,7,5,7,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,10,3,7,"Texas",1,3,NA,1991,3,19.5
0.922330097087379,"2016-06-24 12:25:23","2016-06-24 12:31:30",1,"15463aed0901cff86f7d152ead29c85f","15463aed0901cff86f7d152ead29c85f","15463aed0901cff86f7d152ead29c85f",3.5,14,0,3.5,1,1,3.5,14,3.5,14,3.5,14,1,3.5,6,1,"03/2008","08/2008",6,3,7,2,7,2,7,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,9,1,3,"Texas",1,5,NA,1986,8,23
0.922330097087379,"2016-06-24 12:35:21","2016-06-24 12:42:18",1,"6f7ad43cf22c9591a21c423647735947","6f7ad43cf22c9591a21c423647735947","6f7ad43cf22c9591a21c423647735947",3.5,3.5,3.5,1,3.5,3.5,0,3.5,14,14,3.5,3.5,0,14,5,1,"05/2005","04/2006",5,4,5,3,5,5,5,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,10,5,7,"California",0,5,NA,1972,4,15
0.922330097087379,"2016-06-24 12:41:47","2016-06-24 12:45:45",1,"c4773697e32e2fdb96bed6e4238ea566","c4773697e32e2fdb96bed6e4238ea566","c4773697e32e2fdb96bed6e4238ea566",3.5,3.5,3.5,1,3.5,1,1,3.5,3.5,3.5,3.5,0,0,14,6,1,"10/2009","10/2010",4,4,2,5,2,3,3,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,4,2,3,"Ohio",0,5,NA,1982,4,13.5
0.922330097087379,"2016-06-24 12:41:06","2016-06-24 12:46:29",1,"4f74155938678ab620e2d90235cbc163","4f74155938678ab620e2d90235cbc163","4f74155938678ab620e2d90235cbc163",1,14,3.5,3.5,1,1,3.5,1,28,28,3.5,3.5,0,3.5,6,1,"11/2006","06/2008",4,4,2,5,2,2,2,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,6,3,6,"Tennessee",0,5,NA,1983,3,26.5
0.922330097087379,"2016-06-24 12:45:27","2016-06-24 12:49:42",1,"2e0c4c9b86dee311e4709074746407f2","2e0c4c9b86dee311e4709074746407f2","2e0c4c9b86dee311e4709074746407f2",0,0,0,0,0,0,0,0,14,28,14,14,14,28,1,1,"04/04/2013",NA,5,1,7,1,7,5,7,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,10,7,7,"California",1,4,"Trade School",1989,5,0
0.922330097087379,"2016-06-24 12:47:23","2016-06-24 12:51:11",1,"178cb7931a34b14de4d702531c2d17fb","178cb7931a34b14de4d702531c2d17fb","178cb7931a34b14de4d702531c2d17fb",14,1,1,0,1,3.5,0,3.5,14,3.5,1,3.5,0,14,6,1,"04/2015","05/2015",6,4,5,1,5,5,4,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,9,2,6,"North Carolina",1,5,NA,1991,3,6.5
0.922330097087379,"2016-06-24 12:52:43","2016-06-24 12:57:54",1,"c74fcb5611790d0e88c6360f9bef46e7","c74fcb5611790d0e88c6360f9bef46e7","c74fcb5611790d0e88c6360f9bef46e7",14,3.5,1,3.5,1,1,1,3.5,14,14,3.5,3.5,1,14,5,1,"09/01/2007","06/01/2008",4,4,7,2,7,2,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,9,2,5,"California",0,7,NA,1989,8,11
0.922330097087379,"2016-06-24 12:55:13","2016-06-24 12:59:41",1,"5d6e7bde61207001cc4bafa6b6c93215","5d6e7bde61207001cc4bafa6b6c93215","5d6e7bde61207001cc4bafa6b6c93215",14,14,1,3.5,1,14,14,3.5,14,14,28,14,1,28,6,1,"6/25/2011","10/15/2011",4,4,1,2,1,3,2,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,6,1,3,"Pennsylvania",1,3,NA,1989,2,47.5
0.922330097087379,"2016-06-24 12:57:34","2016-06-24 13:03:45",1,"9728860a9eddf8241a841d01a2318564","9728860a9eddf8241a841d01a2318564","9728860a9eddf8241a841d01a2318564",0,3.5,1,3.5,0,3.5,1,0,3.5,14,1,1,3.5,14,4,1,"04/2016","05/2016",6,3,6,2,5,5,6,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,7,1,3,"Tennessee",0,2,NA,1994,0,12.5
0.922330097087379,"2016-06-24 13:07:14","2016-06-24 13:10:56",1,"bf69e2a35a2fb6eb00a705e1660cc002","bf69e2a35a2fb6eb00a705e1660cc002","bf69e2a35a2fb6eb00a705e1660cc002",14,3.5,1,14,3.5,14,3.5,1,3.5,14,3.5,14,14,14,4,1,"04/2016","06/2016",6,3,5,5,5,4,6,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,7,5,4,"Pennsylvania",NA,6,NA,1989,4,39.5
0.922330097087379,"2016-06-24 13:12:38","2016-06-24 13:18:45",1,"dcf05cf6e97f4f3eb56f03c06f310d03","dcf05cf6e97f4f3eb56f03c06f310d03","dcf05cf6e97f4f3eb56f03c06f310d03",3.5,3.5,0,3.5,1,14,0,1,1,14,0,1,0,28,6,1,"09/2014","10/2014",7,1,7,1,6,5,7,NA,"Nutritional content of the product",NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,10,4,7,"California",0,5,NA,1977,2,22
0.922330097087379,"2016-06-24 13:16:59","2016-06-24 13:25:22",1,"fc19272170c0ec72d9603fda5586823e","fc19272170c0ec72d9603fda5586823e","fc19272170c0ec72d9603fda5586823e",1,3.5,14,3.5,3.5,14,28,14,14,3.5,3.5,3.5,14,3.5,4,1,"01/01/2016","03/01/2016",5,6,6,6,4,6,5,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,7,6,6,"Texas",0,5,NA,1983,4,66.5
0.922330097087379,"2016-06-24 13:25:27","2016-06-24 13:32:22",1,"30751d30348e4f7c73d153e97532104d","30751d30348e4f7c73d153e97532104d","30751d30348e4f7c73d153e97532104d",14,14,1,0,0,1,0,14,28,14,3.5,3.5,0,14,6,1,"06/2014","09/2014",5,3,5,2,7,5,6,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,10,2,6,"Tennessee",1,5,NA,1990,2,16
0.922330097087379,"2016-06-24 13:30:21","2016-06-24 13:36:49",1,"168e03cac3b0fb2d3c46f12e1f1fcf8f","168e03cac3b0fb2d3c46f12e1f1fcf8f","168e03cac3b0fb2d3c46f12e1f1fcf8f",14,3.5,3.5,3.5,3.5,3.5,0,3.5,3.5,1,0,1,0,1,4,1,"07/2015","07/2015",4,4,5,4,3,4,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,6,1,2,"Georgia",0,5,NA,1986,4,17.5
0.922330097087379,"2016-06-24 13:41:53","2016-06-24 13:46:04",1,"6689aed55ffff6f4eb1eb7c6393aca7c","6689aed55ffff6f4eb1eb7c6393aca7c","6689aed55ffff6f4eb1eb7c6393aca7c",14,14,14,14,14,3.5,1,14,14,14,3.5,3.5,14,28,6,1,"11/2015","2/2016",6,5,6,2,3,5,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,8,3,5,"Virginia",0,5,NA,1989,6,60.5
0.922330097087379,"2016-06-24 13:42:44","2016-06-24 13:46:17",1,"a825bb021068cb3a79f86a97d3cd83ea","a825bb021068cb3a79f86a97d3cd83ea","a825bb021068cb3a79f86a97d3cd83ea",14,1,1,0,1,1,1,3.5,14,14,14,1,0,14,4,1,"03/1994","01/2010",4,4,5,3,6,5,5,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,6,3,5,"Florida",1,7,NA,1982,0,5
